,hsk,hex,hanzi,pinyin,translation
4086,6,"['0x6444', '0x53d6']",摄取,shè qǔ,"absorb (nutrition), take a photo,"
4087,6,"['0x6444', '0x6c0f', '0x5ea6']",摄氏度,shè shì dù,"degrees centigrade,"
4088,6,"['0x6df1', '0x5965']",深奥,shēn ào,"profound, abstruse, recondite, profoundly,"
4089,6,"['0x6df1', '0x6c89']",深沉,shēn chén,"deep, extreme, dull, low pitched (sound),"
4090,6,"['0x6df1', '0x60c5', '0x539a', '0x8c0a']",深情厚谊,shēn qíng hòu yì,"deep friendship,"
4091,6,"['0x7533', '0x62a5']",申报,shēn bào,"to report (to the authorities), to declare (to customs),"
4092,6,"['0x7ec5', '0x58eb']",绅士,shēn shì,"gentleman,"
4093,6,"['0x547b', '0x541f']",呻吟,shēn yín,"to moan, to groan,"
4094,6,"['0x795e', '0x5947']",神奇,shén qí,"magical, mystical, miraculous,"
4095,6,"['0x795e', '0x6c14']",神气,shén qì,"expression, manner, spirited, vigorous,"
4096,6,"['0x795e', '0x60c5']",神情,shén qíng,"look, expression,"
4097,6,"['0x795e', '0x8272']",神色,shén sè,"expression, look,"
4098,6,"['0x795e', '0x5723']",神圣,shén shèng,"divine, hallow, holy, sacred,"
4099,6,"['0x795e', '0x6001']",神态,shén tài,"appearance, manner, bearing, deportment, look, expression, mien,"
4100,6,"['0x795e', '0x4ed9']",神仙,shén xiān,"Daoist immortal, supernatural entity, (in modern fiction) fairy, elf, leprechaun etc, fig. lighthearted person,"
4101,6,"['0x5ba1', '0x67e5']",审查,shěn chá,"to examine, to investigate, to censor out, censorship,"
4102,6,"['0x5ba1', '0x7406']",审理,shěn lǐ,"to hear (a case),"
4103,6,"['0x5ba1', '0x7f8e']",审美,shěn měi,"esthetics, appreciating the arts, taste,"
4104,6,"['0x5ba1', '0x5224']",审判,shěn pàn,"a trial, to try sb,"
4105,6,"['0x6e17', '0x900f']",渗透,shèn tòu,"to permeate, to infiltrate, to pervade, osmosis,"
4106,6,"['0x614e', '0x91cd']",慎重,shèn zhòng,"cautious, careful, prudent,"
4107,6,"['0x751f', '0x5b58']",生存,shēng cún,"to exist, to survive,"
4108,6,"['0x751f', '0x673a']",生机,shēng jī,"opportunity to live, to reprieve from death, life force, vitality,"
4109,6,"['0x751f', '0x7406']",生理,shēng lǐ,"physiology,"
4110,6,"['0x751f', '0x758f']",生疏,shēng shū,"unfamiliar, strange, out of practice, not accustomed,"
4111,6,"['0x751f', '0x6001']",生态,shēng tài,"way of life, ecology,"
4112,6,"['0x751f', '0x7269']",生物,shēng wù,"organism, living creature, life form, biological, CL:個|个[gè],"
4113,6,"['0x751f', '0x6548']",生效,shēng xiào,"to take effect, to go into effect,"
4114,6,"['0x751f', '0x9508']",生锈,shēng xiù,"to rust, to grow rusty, to corrode, oxidization,"
4115,6,"['0x751f', '0x80b2']",生育,shēng yù,"to bear, to give birth, to grow, to rear, to bring up (children),"
4116,6,"['0x7272', '0x755c']",牲畜,shēng chù,"domesticated animals, livestock,"
4117,6,"['0x58f0', '0x660e']",声明,shēng míng,"statement, declaration, CL:項|项,份[fèn],"
4118,6,"['0x58f0', '0x52bf']",声势,shēng shì,"fame and power, prestige, influence, impetus, momentum,"
4119,6,"['0x58f0', '0x8a89']",声誉,shēng yù,"reputation, fame,"
4120,6,"['0x7701', '0x4f1a']",省会,shěng huì,"provincial capital,"
4121,6,"['0x76db', '0x4ea7']",盛产,shèng chǎn,"superabundant, to teem with, to produce in abundance, to abound in,"
4122,6,"['0x76db', '0x5f00']",盛开,shèng kāi,"blooming, in full flower,"
4123,6,"['0x76db', '0x60c5']",盛情,shèng qíng,"great kindness, magnificent hospitality,"
4124,6,"['0x76db', '0x884c']",盛行,shèng xíng,"to be in vogue, to be prevalent,"
4125,6,"['0x80dc', '0x8d1f']",胜负,shèng fù,"victory or defeat, the outcome of a battle,"
4126,6,"['0x5931', '0x8bef']",失误,shī wù,"lapse, mistake, to make a mistake, fault, service fault (in volleyball, tennis etc),"
4127,6,"['0x5931', '0x8e2a']",失踪,shī zōng,"to be missing, to disappear, unaccounted for,"
4128,6,"['0x5e08', '0x8303']",师范,shī fàn,"teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),"
4129,6,"['0x65bd', '0x52a0']",施加,shī jiā,"to exert (effort or pressure),"
4130,6,"['0x65bd', '0x5c55']",施展,shī zhǎn,"to use fully, to put to use,"
4131,6,"['0x5c38', '0x4f53']",尸体,shī tǐ,"dead body, corpse, carcass, CL:具[jù],"
4132,6,['0x62fe'],拾,shí,"to pick up, to collate or arrange, ten (banker's anti-fraud numeral),"
4133,6,"['0x5341', '0x8db3']",十足,shí zú,"ample, complete, hundred percent, a pure shade (of some color),"
4134,6,"['0x8bc6', '0x522b']",识别,shí bié,"to distinguish, to discern,"
4135,6,"['0x65f6', '0x5dee']",时差,shí chā,"time difference, time lag, jet lag,"
4136,6,"['0x65f6', '0x5e38']",时常,shí cháng,"often, frequently,"
4137,6,"['0x65f6', '0x800c']",时而,shí ér,"occasionally, from time to time,"
4138,6,"['0x65f6', '0x5149']",时光,shí guāng,"time, era, period of time,"
4139,6,"['0x65f6', '0x673a']",时机,shí jī,"fortunate timing, occasion, opportunity,"
4140,6,"['0x65f6', '0x4e8b']",时事,shí shì,"current trends, the present situation, how things are going,"
4141,6,"['0x65f6', '0x88c5']",时装,shí zhuāng,"the latest fashion in clothes, fashionable,"
4142,6,"['0x5b9e', '0x60e0']",实惠,shí huì,"tangible benefit, material advantages, advantageous (deal), substantial (discount),"
4143,6,"['0x5b9e', '0x529b']",实力,shí lì,"strength,"
4144,6,"['0x5b9e', '0x65bd']",实施,shí shī,"to implement, to carry out,"
4145,6,"['0x5b9e', '0x4e8b', '0x6c42', '0x662f']",实事求是,shí shì qiú shì,"to seek truth from facts (idiom), to be practical and realistic,"
4146,6,"['0x5b9e', '0x8d28']",实质,shí zhì,"substance, essence,"
4147,6,"['0x77f3', '0x6cb9']",石油,shí yóu,"oil, petroleum,"
4148,6,"['0x4f7f', '0x547d']",使命,shǐ mìng,"mission (diplomatic or other), set task,"
4149,6,"['0x662f', '0x975e']",是非,shì fēi,"right and wrong, quarrel,"
4150,6,"['0x8bd5', '0x56fe']",试图,shì tú,"to attempt, to try,"
4151,6,"['0x8bd5', '0x9a8c']",试验,shì yàn,"experiment, test, experimental, CL:次,個|个[gè],"
4152,6,"['0x52bf', '0x5fc5']",势必,shì bì,"to be bound to, undoubtedly will,"
4153,6,"['0x52bf', '0x529b']",势力,shì li,"power, (ability to) influence,"
4154,6,"['0x4e16', '0x4ee3']",世代,shì dài,"generation, an era, accumulation of years, passing on from generation to generation,"
4155,6,"['0x4e16', '0x754c', '0x89c2']",世界观,shì jiè guān,"worldview, world outlook, Weltanschauung,"
4156,6,"['0x793a', '0x8303']",示范,shì fàn,"to demonstrate, to show how to do sth, demonstration, a model example,"
4157,6,"['0x793a', '0x5a01']",示威,shì wēi,"to demonstrate (as a protest), a demonstration, a military show of force,"
4158,6,"['0x793a', '0x610f']",示意,shì yì,"to hint, to indicate (an idea to sb),"
4159,6,"['0x91ca', '0x653e']",释放,shì fàng,"to release, to set free, to liberate (a prisoner), to discharge,"
4160,6,"['0x4e8b', '0x6545']",事故,shì gù,"accident, CL:樁|桩,起,次[cì],"
4161,6,"['0x4e8b', '0x8ff9']",事迹,shì jì,"deed, past achievement, important event of the past,"
4162,6,"['0x4e8b', '0x4ef6']",事件,shì jiàn,"event, happening, incident, CL:個|个[gè],"
4163,6,"['0x4e8b', '0x6001']",事态,shì tài,"situation, existing state of affairs,"
4164,6,"['0x4e8b', '0x52a1']",事务,shì wù,"(political, economic etc) affairs, work,"
4165,6,"['0x4e8b', '0x9879']",事项,shì xiàng,"matter, item,"
4166,6,"['0x4e8b', '0x4e1a']",事业,shì yè,"undertaking, project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[gè],"
4167,6,"['0x9002', '0x5b9c']",适宜,shì yí,"suitable, appropriate,"
4168,6,"['0x89c6', '0x529b']",视力,shì lì,"vision, eyesight,"
4169,6,"['0x89c6', '0x7ebf']",视线,shì xiàn,"line of sight,"
4170,6,"['0x89c6', '0x91ce']",视野,shì yě,"field of view, horizon,"
4171,6,"['0x901d', '0x4e16']",逝世,shì shì,"to pass away, to die,"
4172,6,"['0x6536', '0x85cf']",收藏,shōu cáng,"to hoard, to collect, collection, to bookmark (internet),"
4173,6,"['0x6536', '0x7f29']",收缩,shōu suō,"to pull back, to shrink, to contract,"
4174,6,"['0x6536', '0x76ca']",收益,shōu yì,"earnings, profit,"
4175,6,"['0x6536', '0x97f3', '0x673a']",收音机,shōu yīn jī,"radio, CL:臺|台[tái],"
4176,6,"['0x624b', '0x6cd5']",手法,shǒu fǎ,"technique, trick, skill,"
4177,6,"['0x624b', '0x52bf']",手势,shǒu shì,"gesture, sign, signal,"
4178,6,"['0x624b', '0x827a']",手艺,shǒu yì,"craftmanship, workmanship, handicraft, trade,"
4179,6,"['0x9996', '0x8981']",首要,shǒu yào,"the most important, of chief importance,"
4180,6,"['0x5b88', '0x62a4']",守护,shǒu hù,"to guard, to protect,"
4181,6,"['0x53d7', '0x7f6a']",受罪,shòu zuì,"to endure, to suffer, hardships, torments, a hard time, a nuisance,"
4182,6,"['0x6388', '0x4e88']",授予,shòu yǔ,"to award, to confer,"
4183,6,"['0x4e66', '0x6cd5']",书法,shū fǎ,"calligraphy, handwriting, penmanship,"
4184,6,"['0x4e66', '0x7c4d']",书籍,shū jí,"books, works,"
4185,6,"['0x4e66', '0x8bb0']",书记,shū ji,"secretary, clerk, CL:個|个[gè],"
4186,6,"['0x4e66', '0x9762']",书面,shū miàn,"in writing, written,"
4187,6,"['0x8212', '0x7545']",舒畅,shū chàng,"happy, entirely free from worry,"
4188,6,"['0x758f', '0x5ffd']",疏忽,shū hu,"to neglect, to overlook, negligence, carelessness,"
4189,6,['0x6570'],数,shǔ,"to count, to enumerate, to criticize (i.e. enumerate shortcomings),"
4190,6,['0x7ad6'],竖,shù,"to erect, vertical, vertical stroke (in Chinese characters),"
4191,6,['0x675f'],束,shù,"to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,"
4192,6,"['0x675f', '0x7f1a']",束缚,shù fù,"to bind, to restrict, to tie, to commit, fetters,"
4193,6,"['0x6811', '0x7acb']",树立,shù lì,"to set up, to establish,"
4194,6,"['0x6570', '0x989d']",数额,shù é,"amount, sum of money, fixed number,"
4195,6,"['0x6570', '0x76ee']",数目,shù mù,"amount, number,"
4196,6,['0x800d'],耍,shuǎ,"to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),"
4197,6,"['0x8870', '0x8001']",衰老,shuāi lǎo,"to age, to deteriorate with age, old and weak,"
4198,6,"['0x8870', '0x9000']",衰退,shuāi tuì,"to decline, to fall, to drop, to falter, a decline, recession (in economics),"
4199,6,"['0x7387', '0x9886']",率领,shuài lǐng,"to lead, to command, to head,"
4200,6,['0x6dae'],涮,shuàn,"to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),"
4201,6,"['0x53cc', '0x80de', '0x80ce']",双胞胎,shuāng bāo tāi,"twin, CL:對|对[duì],"
4202,6,"['0x723d', '0x5feb']",爽快,shuǎng kuai,"refreshed, rejuvenated, frank and straightforward,"
4203,6,"['0x6c34', '0x5229']",水利,shuǐ lì,"water conservancy, irrigation works,"
4204,6,"['0x6c34', '0x9f99', '0x5934']",水龙头,shuǐ lóng tóu,"faucet, tap,"
4205,6,"['0x6c34', '0x6ce5']",水泥,shuǐ ní,"cement, CL:袋[dài],"
4206,6,"['0x53f8', '0x6cd5']",司法,sī fǎ,"judicial, (administration of) justice,"
4207,6,"['0x53f8', '0x4ee4']",司令,sī lìng,"commanding officer,"
4208,6,"['0x601d', '0x5ff5']",思念,sī niàn,"to think of, to long for, to miss,"
4209,6,"['0x601d', '0x7d22']",思索,sī suǒ,"to think deeply, to ponder,"
4210,6,"['0x601d', '0x7ef4']",思维,sī wéi,"(line of) thought, thinking,"
4211,6,"['0x601d', '0x7eea']",思绪,sī xù,"train of thought, emotional state, mood, feeling,"
4212,6,"['0x79c1', '0x81ea']",私自,sī zì,"private, personal, secretly, without explicit approval,"
4213,6,"['0x65af', '0x6587']",斯文,sī wén,"refined, educate, cultured, intellectual, polite, gentle,"
4214,6,"['0x6b7b', '0x4ea1']",死亡,sǐ wáng,"to die, death,"
4215,6,"['0x56db', '0x80a2']",四肢,sì zhī,"the four limbs of the body,"
4216,6,"['0x8086', '0x65e0', '0x5fcc', '0x60ee']",肆无忌惮,sì wú jì dàn,"absolutely unrestrained, unbridled, without the slightest scruple,"
4217,6,"['0x9972', '0x517b']",饲养,sì yǎng,"to raise, to rear,"
4218,6,['0x8038'],耸,sǒng,"to excite, to raise up, to shrug, high, lofty, towering,"
4219,6,['0x8258'],艘,sōu,"classifier for ships, Taiwan pr. [sāo],"
4220,6,"['0x641c', '0x7d22']",搜索,sōu suǒ,"to search, to look for sth, to scour (search meticulously), to look sth up, internet search, database search,"
4221,6,"['0x82cf', '0x9192']",苏醒,sū xǐng,"to wake up, to regain consciousness,"
4222,6,"['0x4fd7', '0x8bdd']",俗话,sú huà,"common saying, proverb,"
4223,6,"['0x5851', '0x9020']",塑造,sù zào,"to model, to mould, plastic (arts), flexible, to portray (in sculpture or in words),"
4224,6,"['0x7d20', '0x98df']",素食,sù shí,"vegetables, vegetarian food,"
4225,6,"['0x7d20', '0x8d28']",素质,sù zhì,"inner quality, basic essence, change over time,"
4226,6,"['0x8bc9', '0x8bbc']",诉讼,sù sòng,"lawsuit,"
4227,6,"['0x7b97', '0x4e86']",算了,suàn le,"let it be, let it pass, forget about it,"
4228,6,"['0x7b97', '0x6570']",算数,suàn shù,"to count numbers, to keep to one's word, to hold (i.e. to remain valid), to count (i.e. to be important),"
4229,6,"['0x968f', '0x5373']",随即,suí jí,"immediately, presently, following which,"
4230,6,"['0x968f', '0x8eab']",随身,suí shēn,"to (carry) on one's person, to (take) with one,"
4231,6,"['0x968f', '0x624b']",随手,suí shǒu,"conveniently, without extra trouble, while doing it, in passing,"
4232,6,"['0x968f', '0x610f']",随意,suí yì,"as one wishes, according to one's wishes, at will, voluntary, conscious,"
4233,6,"['0x5c81', '0x6708']",岁月,suì yuè,"years, passing of time,"
4234,6,"['0x96a7', '0x9053']",隧道,suì dào,"tunnel,"
4235,6,"['0x635f', '0x574f']",损坏,sǔn huài,"to damage, to injure,"
4236,6,"['0x7d22', '0x8d54']",索赔,suǒ péi,"to ask for compensation, to claim damages, claim for damages,"
4237,6,"['0x7d22', '0x6027']",索性,suǒ xìng,"you might as well (do it), simply, just,"
4238,6,['0x584c'],塌,tā,"collapse,"
4239,6,"['0x8e0f', '0x5b9e']",踏实,tā shi,"practical, down-to-earth, realistic, firmly based, steadfast, to have peace of mind, free from anxiety,"
4240,6,"['0x53f0', '0x98ce']",台风,tái fēng,"hurricane, typhoon,"
4241,6,"['0x592a', '0x7a7a']",太空,tài kōng,"outer space,"
4242,6,"['0x6cf0', '0x6597']",泰斗,tài dǒu,"leading scholar of his time, magnate,"
4243,6,"['0x762b', '0x75ea']",瘫痪,tān huàn,"paralysis, be paralyzed (body, transportation, etc),"
4244,6,"['0x8d2a', '0x5a6a']",贪婪,tān lán,"avaricious, greedy, rapacious, insatiable, avid,"
4245,6,"['0x8d2a', '0x6c61']",贪污,tān wū,"corruption,"
4246,6,"['0x644a', '0x513f']",摊儿,tān r,"erhua variant of 攤|摊[tān],"
4247,6,"['0x5f39', '0x6027']",弹性,tán xìng,"flexibility, elasticity,"
4248,6,"['0x5766', '0x767d']",坦白,tǎn bái,"honest, forthcoming, to confess,"
4249,6,"['0x63a2', '0x6d4b']",探测,tàn cè,"to probe, to take readings, to explore, exploration,"
4250,6,"['0x63a2', '0x7d22']",探索,tàn suǒ,"to explore, to probe,"
4251,6,"['0x63a2', '0x8ba8']",探讨,tàn tǎo,"to investigate, to probe,"
4252,6,"['0x63a2', '0x671b']",探望,tàn wàng,"to visit,"
4253,6,"['0x53f9', '0x6c14']",叹气,tàn qì,"to sigh, to heave a sigh,"
4254,6,"['0x7cd6', '0x846b', '0x82a6']",糖葫芦,táng hú lu,"sugar-coated Chinese hawthorn fruit on a stick, tanghulu,"
4255,6,"['0x5018', '0x82e5']",倘若,tǎng ruò,"provided that, supposing that, if,"
4256,6,['0x638f'],掏,tāo,"variant of 掏[tāo],"
4257,6,"['0x6ed4', '0x6ed4', '0x4e0d', '0x7edd']",滔滔不绝,tāo tāo bù jué,"unceasing torrent (idiom), talking non-stop, gabbling forty to the dozen,"
4258,6,"['0x9676', '0x74f7']",陶瓷,táo cí,"pottery and porcelain, ceramics,"
4259,6,"['0x6dd8', '0x6c14']",淘气,táo qì,"naughty, bad,"
4260,6,"['0x6dd8', '0x6c70']",淘汰,táo tài,"to wash out, elimination (by selection), natural selection, to knock out (in a competition), to die out, to phase out,"
4261,6,"['0x8ba8', '0x4ef7', '0x8fd8', '0x4ef7']",讨价还价,tǎo jià huán jià,"to haggle over price,"
4262,6,"['0x7279', '0x957f']",特长,tè cháng,"personal strength, one's special ability or strong points,"
4263,6,"['0x7279', '0x5b9a']",特定,tè dìng,"special, specific, designated, particular,"
4264,6,"['0x7279', '0x8272']",特色,tè sè,"characteristic, distinguishing feature or quality,"
4265,6,"['0x63d0', '0x62d4']",提拔,tí bá,"to promote to a higher job, to select for promotion,"
4266,6,"['0x63d0', '0x70bc']",提炼,tí liàn,"to extract (ore, minerals etc), to refine, to purify, to process,"
4267,6,"['0x63d0', '0x793a']",提示,tí shì,"to prompt, to present, to point out, to draw attention to sth, hint, brief, cue,"
4268,6,"['0x63d0', '0x8bae']",提议,tí yì,"proposal, suggestion, to propose, to suggest,"
4269,6,"['0x9898', '0x6750']",题材,tí cái,"subject matter,"
4270,6,"['0x4f53', '0x8c05']",体谅,tǐ liàng,"to empathize, to allow (for something), to show understanding, to appreciate,"
4271,6,"['0x4f53', '0x9762']",体面,tǐ miàn,"dignity, face (as in ""losing face""), honorable, creditable, pretty,"
4272,6,"['0x4f53', '0x7cfb']",体系,tǐ xì,"system, setup, CL:個|个[gè],"
4273,6,"['0x5929', '0x624d']",天才,tiān cái,"talent, gift, genius, talented, gifted,"
4274,6,"['0x5929', '0x4f26', '0x4e4b', '0x4e50']",天伦之乐,tiān lún zhī lè,"family love and joy, domestic bliss,"
4275,6,"['0x5929', '0x7136', '0x6c14']",天然气,tiān rán qì,"natural gas,"
4276,6,"['0x5929', '0x751f']",天生,tiān shēng,"nature, disposition, innate, natural,"
4277,6,"['0x5929', '0x5802']",天堂,tiān táng,"paradise, heaven,"
4278,6,"['0x5929', '0x6587']",天文,tiān wén,"astronomy,"
4279,6,"['0x7530', '0x5f84']",田径,tián jìng,"track and field (athletics),"
4280,6,['0x8214'],舔,tiǎn,"to lick, to lap,"
4281,6,"['0x6311', '0x5254']",挑剔,tiāo ti,"picky, fussy,"
4282,6,"['0x6761', '0x6b3e']",条款,tiáo kuǎn,"clause (of contract or law), CL:項|项[xiàng],"
4283,6,"['0x6761', '0x7406']",条理,tiáo lǐ,"arrangement, order, tidiness,"
4284,6,"['0x6761', '0x7ea6']",条约,tiáo yuē,"treaty, pact, CL:個|个[gè],"
4285,6,"['0x8c03', '0x548c']",调和,tiáo hé,"harmonious, to mediate, to reconcile, to compromise, mediation, to mix, to blend, blended, to season, seasoning, to placate,"
4286,6,"['0x8c03', '0x5242']",调剂,tiáo jì,"to adjust, to balance, to make up a medical prescription,"
4287,6,"['0x8c03', '0x8282']",调节,tiáo jié,"to adjust, to regulate, to harmonize, to reconcile (accountancy etc),"
4288,6,"['0x8c03', '0x89e3']",调解,tiáo jiě,"to mediate, to bring parties to an agreement,"
4289,6,"['0x8c03', '0x6599']",调料,tiáo liào,"condiment, seasoning, flavoring,"
4290,6,"['0x6311', '0x62e8']",挑拨,tiǎo bō,"to incite disharmony, to instigate,"
4291,6,"['0x6311', '0x8845']",挑衅,tiǎo xìn,"to provoke, provocation,"
4292,6,"['0x8df3', '0x8dc3']",跳跃,tiào yuè,"to jump, to leap, to bound, to skip,"
4293,6,"['0x505c', '0x6cca']",停泊,tíng bó,"to anchor, anchorage, mooring (of a ship),"
4294,6,"['0x505c', '0x987f']",停顿,tíng dùn,"to halt, to break off, pause (in speech),"
4295,6,"['0x505c', '0x6ede']",停滞,tíng zhì,"stagnation, at a standstill, bogged down,"
4296,6,"['0x4ead', '0x5b50']",亭子,tíng zi,"pavilion,"
4297,6,"['0x633a', '0x62d4']",挺拔,tǐng bá,"tall and straight,"
4298,6,"['0x901a', '0x8d27']",通货,tōng huò,"currency, exchange of goods,"
4299,6,"['0x901a', '0x4fd7']",通俗,tōng sú,"common, everyday, average,"
4300,6,"['0x901a', '0x7528']",通用,tōng yòng,"common (use), interchangeable,"
4301,6,"['0x94dc', '0x77ff']",铜矿,tóng kuàng,"Copper,"
4302,6,"['0x540c', '0x80de']",同胞,tóng bāo,"born of the same parents, sibling, fellow citizen, compatriot,"
4303,6,"['0x540c', '0x5fd7']",同志,tóng zhì,"comrade, homosexual (slang), CL:個|个[gè],"
4304,6,"['0x7ae5', '0x8bdd']",童话,tóng huà,"children's fairy tales,"
4305,6,"['0x7edf', '0x7b79', '0x517c', '0x987e']",统筹兼顾,tǒng chóu jiān gù,"an overall plan taking into account all factors,"
4306,6,"['0x7edf', '0x8ba1']",统计,tǒng jì,"statistics, to count, to add up,"
4307,6,"['0x7edf', '0x7edf']",统统,tǒng tǒng,"totally,"
4308,6,"['0x6295', '0x673a']",投机,tóu jī,"to speculate (on financial markets), opportunistic, congenial, agreeable,"
4309,6,"['0x6295', '0x7968']",投票,tóu piào,"to vote, vote,"
4310,6,"['0x6295', '0x964d']",投降,tóu xiáng,"to surrender, surrender,"
4311,6,"['0x6295', '0x63b7']",投掷,tóu zhì,"to throw sth a long distance, to hurl, to throw at, to throw (dice etc), to flip (a coin),"
4312,6,['0x79c3'],秃,tū,"bald, blunt,"
4313,6,"['0x7a81', '0x7834']",突破,tū pò,"to break through, to make a breakthrough, to surmount or break the back of (a task etc), (of ball sports) to break through a defense,"
4314,6,"['0x56fe', '0x6848']",图案,tú àn,"design, pattern,"
4315,6,"['0x5f92', '0x5f1f']",徒弟,tú dì,"apprentice, disciple,"
4316,6,"['0x9014', '0x5f84']",途径,tú jìng,"way, channel,"
4317,6,"['0x6d82', '0x62b9']",涂抹,tú mǒ,"to paint, to smear, to apply (makeup etc), to doodle, to erase, to obliterate,"
4318,6,"['0x571f', '0x58e4']",土壤,tǔ rǎng,"soil,"
4319,6,"['0x56e2', '0x7ed3']",团结,tuán jié,"a rally, to hold a rally, to join forces,"
4320,6,"['0x56e2', '0x4f53']",团体,tuán tǐ,"group, organization, team, CL:個|个[gè],"
4321,6,"['0x56e2', '0x5706']",团圆,tuán yuán,"to have a reunion,"
4322,6,"['0x63a8', '0x6d4b']",推测,tuī cè,"speculation, to conjecture, to surmise, to speculate,"
4323,6,"['0x63a8', '0x7ffb']",推翻,tuī fān,"to overthrow,"
4324,6,"['0x63a8', '0x7406']",推理,tuī lǐ,"reasoning, speculative, inference,"
4325,6,"['0x63a8', '0x8bba']",推论,tuī lùn,"to infer, inference, corollary, reasoned conclusion,"
4326,6,"['0x63a8', '0x9500']",推销,tuī xiāo,"to market, to sell,"
4327,6,"['0x541e', '0x54bd']",吞咽,tūn yàn,"to swallow, to gulp,"
4328,6,"['0x8131', '0x79bb']",脱离,tuō lí,"to separate oneself from, to break away from, diastasis (medicine), abscission, abjunction (botany),"
4329,6,"['0x62d6', '0x5ef6']",拖延,tuō yán,"to adjourn, to delay, to defer, adjournment, procrastination,"
4330,6,"['0x6258', '0x8fd0']",托运,tuō yùn,"to consign (goods), to check through (baggage),"
4331,6,"['0x59a5', '0x5f53']",妥当,tuǒ dang,"appropriate, proper, ready,"
4332,6,"['0x59a5', '0x5584']",妥善,tuǒ shàn,"appropriate, proper,"
4333,6,"['0x59a5', '0x534f']",妥协,tuǒ xié,"to compromise, to reach terms, a compromise,"
4334,6,"['0x692d', '0x5706']",椭圆,tuǒ yuán,"oval, ellipse, elliptic,"
4335,6,"['0x553e', '0x6cab']",唾沫,tuò mo,"spittle, saliva,"
4336,6,"['0x6316', '0x6398']",挖掘,wā jué,"to excavate, to dig, to unearth,"
4337,6,"['0x5a03', '0x5a03']",娃娃,wá wa,"baby, small child, doll,"
4338,6,"['0x74e6', '0x89e3']",瓦解,wǎ jiě,"to collapse, to disintegrate, to crumble,"
4339,6,['0x54c7'],哇,wa,"replaces 啊 when following the vowel ""u"" or ""ao"","
4340,6,"['0x6b6a', '0x66f2']",歪曲,wāi qū,"to distort, to misrepresent,"
4341,6,"['0x5916', '0x8868']",外表,wài biǎo,"external, outside, outward appearance,"
4342,6,"['0x5916', '0x884c']",外行,wài háng,"layman, amateur,"
4343,6,"['0x5916', '0x754c']",外界,wài jiè,"the outside world, external,"
4344,6,"['0x5916', '0x5411']",外向,wài xiàng,"outward-looking, extrovert, extroverted (personality), export-oriented (economy),"
4345,6,['0x4e38'],丸,wán,"pill,"
4346,6,"['0x5b8c', '0x5907']",完备,wán bèi,"faultless, complete, perfect, to leave nothing to be desired,"
4347,6,"['0x5b8c', '0x6bd5']",完毕,wán bì,"to finish, to end, to complete,"
4348,6,"['0x73a9', '0x5f04']",玩弄,wán nòng,"to play with, to toy with, to dally with, to engage in, to resort to,"
4349,6,"['0x73a9', '0x610f', '0x513f']",玩意儿,wán yì r,"erhua variant of 玩意[wán yì],"
4350,6,"['0x987d', '0x56fa']",顽固,wán gù,"stubborn, obstinate,"
4351,6,"['0x987d', '0x5f3a']",顽强,wán qiáng,"tenacious, hard to defeat,"
4352,6,"['0x633d', '0x56de']",挽回,wǎn huí,"to retrieve, to redeem,"
4353,6,"['0x633d', '0x6551']",挽救,wǎn jiù,"to save, to remedy, to rescue,"
4354,6,"['0x60cb', '0x60dc']",惋惜,wǎn xī,"to feel sorry for a person over sth that should have happened,"
4355,6,"['0x4e07', '0x5206']",万分,wàn fēn,"very much, extremely, one ten thousandth part,"
4356,6,"['0x5f80', '0x5e38']",往常,wǎng cháng,"habitually (in the past), as one used to do formerly, as it used to be,"
4357,6,"['0x5f80', '0x4e8b']",往事,wǎng shì,"past events, former happenings,"
4358,6,"['0x7f51', '0x7edc']",网络,wǎng luò,"network (computing, telecommunications, transport etc),"
4359,6,"['0x5984', '0x60f3']",妄想,wàng xiǎng,"to attempt vainly, a vain attempt,"
4360,6,"['0x5fae', '0x4e0d', '0x8db3', '0x9053']",微不足道,wēi bù zú dào,"negligible, insignificant,"
4361,6,"['0x5fae', '0x89c2']",微观,wēi guān,"micro-, sub-atomic,"
4362,6,"['0x5a01', '0x98ce']",威风,wēi fēng,"might, awe-inspiring authority, impressive,"
4363,6,"['0x5a01', '0x529b']",威力,wēi lì,"might, formidable power,"
4364,6,"['0x5a01', '0x671b']",威望,wēi wàng,"prestige,"
4365,6,"['0x5a01', '0x4fe1']",威信,wēi xìn,"prestige, reputation, trust, credit with the people,"
4366,6,"['0x5371', '0x673a']",危机,wēi jī,"crisis, CL:個|个[gè],"
4367,6,"['0x8fdd', '0x80cc']",违背,wéi bèi,"to violate, to be contrary to,"
4368,6,"['0x7ef4', '0x6301']",维持,wéi chí,"to keep, to maintain, to preserve,"
4369,6,"['0x7ef4', '0x751f', '0x7d20']",维生素,wéi shēng sù,"vitamin,"
4370,6,"['0x7ef4', '0x4fee']",维修,wéi xiū,"maintenance (of equipment), to protect and maintain,"
4371,6,"['0x552f', '0x72ec']",唯独,wéi dú,"only, just (i.e. it is only that...), all except, unique,"
